Reference ID,,PMID,Journal_Name,Year,Volume,Issue,First_Page,Author,Title
167,,18586498,Bioorganic & medicinal chemistry,2008,16,14,7046-54,"Aya Nakagawa, Shigeyuki Uno, Makoto Makishima, Hiroyuki Miyachi, Yuichi Hashimoto","Progesterone receptor antagonists with a 3-phenylquinazoline-2,4-dione/2-phenylisoquinoline-1,3-dione skeleton."
168,,18683917,Journal of medicinal chemistry,2008,51,17,5423-30,"Chen Zhao, Minghua Sun, Youssef L Bennani, Sujatha M Gopalakrishnan, David G Witte, Thomas R Miller, Kathleen M Krueger, Kaitlin E Browman, Christine Thiffault, Jill Wetter, Kennan C Marsh, Arthur A Hancock, Timothy A Esbenshade, Marlon D Cowart",The alkaloid conessine and analogues as potent histamine H3 receptor antagonists.
169,,18707892,Bioorganic & medicinal chemistry,2008,16,17,8022-8,"Kiminori Ohta, Tokuhito Goto, Shinya Fijii, Tomoharu Suzuki, Shigeru Ohta, Yasuyuki Endo",Design and synthesis of carborane-containing androgen receptor (AR) antagonist bearing a pyridine ring.
170,,18722119,Bioorganic & medicinal chemistry letters,2008,18,18,5015-7,"Jeffrey C Kern, Eugene A Terefenko, Andrew Fensome, Ray Unwalla, Jay Wrobel, Jeffrey Cohen, Yuan Zhu, Thomas J Berrodin, Matthew R Yudt, Richard C Winneker, Zhiming Zhang, Puwen Zhang","1,5-Dihydro-benzo[e][1,4]oxazepin-2(1H)-ones containing a 7-(5'-cyanopyrrol-2-yl) group as nonsteroidal progesterone receptor modulators."
171,,18805694,Bioorganic & medicinal chemistry letters,2008,18,20,5567-70,"Casey E Bohl, Zengru Wu, Jiyun Chen, Michael L Mohler, Jun Yang, Dong Jin Hwang, Suni Mustafa, Duane D Miller, Charles E Bell, James T Dalton",Effect of B-ring substitution pattern on binding mode of propionamide selective androgen receptor modulators.
172,,18834107,Journal of medicinal chemistry,2008,51,21,6642-5,"Yangbo Feng, Yan Yin, Amiee Weiser, Evelyn Griffin, Michael D Cameron, Li Lin, Claudia Ruiz, Stephan C Schürer, Toshihiro Inoue, P Vasanth Rao, Thomas Schröter, Philip Lograsso",Discovery of substituted 4-(pyrazol-4-yl)-phenylbenzodioxane-2-carboxamides as potent and highly selective Rho kinase (ROCK-II) inhibitors.
173,,18921992,Journal of medicinal chemistry,2008,51,21,7010-4,"Jie Jack Li, Donna M Iula, Maria N Nguyen, Lain-Yen Hu, Danielle Dettling, Theodore R Johnson, Daniel Y Du, Veerabahu Shanmugasundaram, Jennifer A Van Camp, Zhi Wang, William G Harter, Wen-Song Yue, Mark L Boys, Kimberly J Wade, Elena M Drummond, Brian M Samas, Bruce A Lefker, Garrett S Hoge, Mark J Lovdahl, Jeffrey Asbill, Matthew Carroll, Mary Ann Meade, Susan M Ciotti, Theresa Krieger-Burke","Rational design and synthesis of 4-((1R,2R)-2-hydroxycyclohexyl)-2(trifluoromethyl)benzonitrile (PF-998425), a novel, nonsteroidal androgen receptor antagonist devoid of phototoxicity for dermatological indications."
174,,18952422,Bioorganic & medicinal chemistry letters,2008,18,23,6097-9,"Kevin P Madauss, Randy K Bledsoe, Iain Mclay, Eugene L Stewart, Iain J Uings, Gordon Weingarten, Shawn P Williams",The first X-ray crystal structure of the glucocorticoid receptor bound to a non-steroidal agonist.
175,,18973288,Journal of medicinal chemistry,2008,51,22,7161-8,"Jay Wrobel, Robert Steffan, S Marc Bowen, Ronald Magolda, Edward Matelan, Rayomand Unwalla, Michael Basso, Valerie Clerin, Stephen J Gardell, Ponnal Nambi, Elaine Quinet, Jason I Reminick, George P Vlasuk, Shuguang Wang, Irene Feingold, Christine Huselton, Tomas Bonn, Mathias Farnegardh, Tomas Hansson, Annika Goos Nilsson, Anna Wilhelmsson, Edouard Zamaratski, Mark J Evans",Indazole-based liver X receptor (LXR) modulators with maintained atherosclerotic lesion reduction activity but diminished stimulation of hepatic triglyceride synthesis.
176,,19131248,Bioorganic & medicinal chemistry letters,2009,19,4,1218-23,"Martin Allan, Sukhdev Manku, Eric Therrien, Natalie Nguyen, Sylvia Styhler, Marie-France Robert, Anne-Christine Goulet, Andrea J Petschner, Gabi Rahil, A Robert Macleod, Robert Déziel, Jeffrey M Besterman, Hannah Nguyen, Amal Wahhab",N-Benzyl-1-heteroaryl-3-(trifluoromethyl)-1H-pyrazole-5-carboxamides as inhibitors of co-activator associated arginine methyltransferase 1 (CARM1).
177,,19138519,Bioorganic & medicinal chemistry letters,2009,19,4,1183-6,"Jinming Zhou, Guoyan Geng, Gerald Batist, Jian Hui Wu",Syntheses and potential anti-prostate cancer activities of ionone-based chalcones.
178,,19159286,Journal of medicinal chemistry,2009,52,4,904-7,"Brenton Flatt, Richard Martin, Tie-Lin Wang, Paige Mahaney, Brett Murphy, Xiao-Hui Gu, Paul Foster, Jiali Li, Parinaz Pircher, Mary Petrowski, Ira Schulman, Stefan Westin, Jay Wrobel, Grace Yan, Eric Bischoff, Chris Daige, Raju Mohan","Discovery of XL335 (WAY-362450), a highly potent, selective, and orally active agonist of the farnesoid X receptor (FXR)."
179,,19201190,Bioorganic & medicinal chemistry letters,2009,19,5,1310-3,"Lorna Mitchell, Zhi Wang, Lain-Yen Hu, Catherine Kostlan, Matthew Carroll, Danielle Dettling, Daniel Du, David Pocalyko, Kimberly Wade",4-(Alkylthio)- and 4-(arylthio)-benzonitrile derivatives as androgen receptor antagonists for the topical suppression of sebum production.
180,,19239259,Journal of medicinal chemistry,2009,52,6,1731-43,"Ralph P Robinson, Leonard Buckbinder, Amber I Haugeto, Patricia A McNiff, Michele L Millham, Matthew R Reese, Jean F Schaefer, Yuriy A Abramov, Jon Bordner, Yves A Chantigny, Edward F Kleinman, Ellen R Laird, Bradley P Morgan, John C Murray, Eben D Salter, Matthew D Wessel, Sue A Yocum","Octahydrophenanthrene-2,7-diol analogues as dissociated glucocorticoid receptor agonists: discovery and lead exploration."
181,,19286380,Bioorganic & medicinal chemistry letters,2009,19,8,2176-8,"Lorna H Mitchell, Lain-Yen Hu, Maria Nguyen, Stephen Fakhoury, Yvonne Smith, Donna Iula, Catherine Kostlan, Matthew Carroll, Danielle Dettling, Daniel Du, David Pocalyko, Kimberly Wade, Bruce Lefker",Diphenyl ethers as androgen receptor antagonists for the topical suppression of sebum production.
182,,19289282,Bioorganic & medicinal chemistry letters,2009,19,8,2154-7,"Jie Liu, Jun Shiono, Kuniyoshi Shimizu, Akiko Kukita, Toshio Kukita, Ryuichiro Kondo",Ganoderic acid DM: anti-androgenic osteoclastogenesis inhibitor.
183,,19321341,Bioorganic & medicinal chemistry letters,2009,19,8,2139-43,"Bingwei V Yang, Wayne Vaccaro, Arthur M Doweyko, Lidia M Doweyko, Tram Huynh, David Tortolani, Steven G Nadler, Lorraine McKay, John Somerville, Deborah A Holloway, Sium Habte, David S Weinstein, Joel C Barrish","Discovery of novel dihydro-9,10-ethano-anthracene carboxamides as glucocorticoid receptor modulators."
184,,19351168,Journal of medicinal chemistry,2009,52,9,2794-8,"Alexandra A Nirschl, Yan Zou, Stanley R Krystek, James C Sutton, Ligaya M Simpkins, John A Lupisella, Joyce E Kuhns, Ramakrishna Seethala, Rajasree Golla, Paul G Sleph, Blake C Beehler, Gary J Grover, Donald Egan, Aberra Fura, Viral P Vyas, Yi-Xin Li, John S Sack, Kevin F Kish, Yongmi An, James A Bryson, Jack Z Gougoutas, John DiMarco, Robert Zahler, Jacek Ostrowski, Lawrence G Hamann",N-aryl-oxazolidin-2-imine muscle selective androgen receptor modulators enhance potency through pharmacophore reorientation.
185,,19359544,"Science (New York, N.Y.)",2009,324,5928,787-90,"Chris Tran, Samedy Ouk, Nicola J Clegg, Yu Chen, Philip A Watson, Vivek Arora, John Wongvipat, Peter M Smith-Jones, Dongwon Yoo, Andrew Kwon, Teresa Wasielewska, Derek Welsbie, Charlie Degui Chen, Celestia S Higano, Tomasz M Beer, David T Hung, Howard I Scher, Michael E Jung, Charles L Sawyers",Development of a second-generation antiandrogen for treatment of advanced prostate cancer.
186,,19432422,Journal of medicinal chemistry,2009,52,12,3597-617,"Michael L Mohler, Casey E Bohl, Amanda Jones, Christopher C Coss, Ramesh Narayanan, Yali He, Dong Jin Hwang, James T Dalton, Duane D Miller",Nonsteroidal selective androgen receptor modulators (SARMs): dissociating the anabolic and androgenic activities of the androgen receptor for therapeutic benefit.
187,,19592245,Bioorganic & medicinal chemistry letters,2009,19,16,4706-10,"Yosuke Nishizaki, Yoichi Ishimoto, Yudai Hotta, Akifumi Hosoda, Hiromichi Yoshikawa, Miki Akamatsu, Hiroto Tamura",Effect of flavonoids on androgen and glucocorticoid receptors based on in vitro reporter gene assay.
188,,19595590,Bioorganic & medicinal chemistry letters,2009,19,16,4777-80,"Scott K Thompson, David G Washburn, James S Frazee, Kevin P Madauss, Tram H Hoang, Leahann Lapinski, Eugene T Grygielko, Lindsay E Glace, Walter Trizna, Shawn P Williams, Chaya Duraiswami, Jeffrey D Bray, Nicholas J Laping","Rational design of orally-active, pyrrolidine-based progesterone receptor partial agonists."
189,,19606870,Journal of medicinal chemistry,2009,52,15,4578-81,"Helen J Mitchell, William P Dankulich, George D Hartman, Thomayant Prueksaritanont, Azriel Schmidt, Robert L Vogel, Chang Bai, Sheila McElwee-Witmer, Hai Z Zhang, Fang Chen, Chih-Tai Leu, Donald B Kimmel, William J Ray, Pascale Nantermet, Michael A Gentile, Mark E Duggan, Robert S Meissner","Design, synthesis, and biological evaluation of 16-substituted 4-azasteroids as tissue-selective androgen receptor modulators (SARMs)."
190,,19616429,Bioorganic & medicinal chemistry letters,2009,19,16,4664-8,"David G Washburn, Tram H Hoang, James S Frazee, Latisha Johnson, Marlys Hammond, Sharada Manns, Kevin P Madauss, Shawn P Williams, Chaya Duraiswami, Thuy B Tran, Eugene L Stewart, Eugene T Grygielko, Lindsay E Glace, Walter Trizna, Rakesh Nagilla, Jeffrey D Bray, Scott K Thompson","Discovery of orally active, pyrrolidinone-based progesterone receptor partial agonists."
191,,19645433,ACS chemical biology,2009,4,10,834-43,"Clémentine Féau, Leggy A Arnold, Aaron Kosinski, Fangyi Zhu, Michele Connelly, R Kiplin Guy",Novel flufenamic acid analogues as inhibitors of androgen receptor mediated transcription.
192,,19664922,Bioorganic & medicinal chemistry letters,2009,19,17,4916-9,"Yonghui Wang, Chaya Duraiswami, Kevin P Madauss, Thuy B Tran, Shawn P Williams, Su-Jun Deng, Todd L Graybill, Marlys Hammond, David G Jones, Eugene T Grygielko, Jeffrey D Bray, Scott K Thompson","2-Amino-9-aryl-3-cyano-4-methyl-7-oxo-6,7,8,9-tetrahydropyrido[2',3':4,5]thieno[2,3-b]pyridine derivatives as selective progesterone receptor agonists."
193,,19725582,Journal of medicinal chemistry,2009,52,17,5546-50,"Jinming Zhou, Guoyan Geng, Qingwen Shi, Francoise Sauriol, Jian Hui Wu",Design and synthesis of androgen receptor antagonists with bulky side chains for overcoming antiandrogen resistance.
194,,19856921,Journal of medicinal chemistry,2009,52,22,7186-91,"Nathalie Schlienger, Birgitte W Lund, Jan Pawlas, Fabrizio Badalassi, Fabio Bertozzi, Rasmus Lewinsky, Alma Fejzic, Mikkel B Thygesen, Ali Tabatabaei, Stefania Risso Bradley, Luis R Gardell, Fabrice Piu, Roger Olsson","Synthesis, structure-activity relationships, and characterization of novel nonsteroidal and selective androgen receptor modulators."
195,,19863083,Journal of natural products,2009,72,11,1944-8,"Deborah M Roll, Laurel R Barbieri, Ramunas Bigelis, Leonard A McDonald, Daniel A Arias, Li-Ping Chang, Maya P Singh, Scott W Luckman, Thomas J Berrodin, Matthew R Yudt","The lecanindoles, nonsteroidal progestins from the terrestrial fungus Verticillium lecanii 6144."
196,,19954971,Bioorganic & medicinal chemistry letters,2010,20,1,272-5,"Koichiro Harada, Hideki Kubo, Yoshitaka Tomigahara, Kazuhiko Nishioka, Junya Takahashi, Mio Momose, Shinichi Inoue, Atsuyuki Kojima",Coumarins as novel 17beta-hydroxysteroid dehydrogenase type 3 inhibitors for potential treatment of prostate cancer.
197,,20047280,Journal of medicinal chemistry,2010,53,3,1270-80,"Hai-Yun Xiao, Dauh-Rurng Wu, Mary F Malley, Jack Z Gougoutas, Sium F Habte, Mark D Cunningham, John E Somerville, John H Dodd, Joel C Barrish, Steven G Nadler, T G Murali Dhar","Novel synthesis of the hexahydroimidazo[1,5b]isoquinoline scaffold: application to the synthesis of glucocorticoid receptor modulators."
198,,20144545,Bioorganic & medicinal chemistry letters,2010,20,5,1712-7,"Yusuke Mita, Kosuke Dodo, Tomomi Noguchi-Yachide, Hiroyuki Miyachi, Makoto Makishima, Yuichi Hashimoto, Minoru Ishikawa",LXXLL peptide mimetics as inhibitors of the interaction of vitamin D receptor with coactivators.
199,,20218717,Journal of medicinal chemistry,2010,53,7,2779-96,"Michael E Jung, Samedy Ouk, Dongwon Yoo, Charles L Sawyers, Charlie Chen, Chris Tran, John Wongvipat",Structure-activity relationship for thiohydantoin androgen receptor antagonists for castration-resistant prostate cancer (CRPC).
200,,20226658,Bioorganic & medicinal chemistry letters,2010,20,7,2111-4,"Yoshihisa Ogawa, Miki Akamatsu, Yudai Hotta, Akifumi Hosoda, Hiroto Tamura","Effect of essential oils, such as raspberry ketone and its derivatives, on antiandrogenic activity based on in vitro reporter gene assay."
201,,20350005,Journal of medicinal chemistry,2010,53,8,3296-304,"Baihua Hu, Rayomand J Unwalla, Igor Goljer, James W Jetter, Elaine M Quinet, Thomas J Berrodin, Michael D Basso, Irene B Feingold, Annika Goos Nilsson, Anna Wilhelmsson, Mark J Evans, Jay E Wrobel",Identification of phenylsulfone-substituted quinoxaline (WYE-672) as a tissue selective liver X-receptor (LXR) agonist.
202,,20355713,Journal of medicinal chemistry,2010,53,8,3349-60,"Hai-Bing Zhou, Jae Hak Lee, Christopher G Mayne, Kathryn E Carlson, John A Katzenellenbogen",Imaging progesterone receptor in breast tumors: synthesis and receptor binding affinity of fluoroalkyl-substituted analogues of tanaproget.
203,,20371976,The Journal of toxicological sciences,2010,35,2,239-43,"Tae Sung Kim, Chang Yong Yoon, Ki Kyung Jung, Soon Sun Kim, Il Hyun Kang, Jung Hee Baek, Min Soo Jo, Hyung Sik Kim, Tae Seok Kang",In vitro study of Organization for Economic Co-operation and Development (OECD) endocrine disruptor screening and testing methods- establishment of a recombinant rat androgen receptor (rrAR) binding assay.
204,,20381361,Bioorganic & medicinal chemistry,2010,18,9,3159-68,"Hitoshi Yoshino, Haruhiko Sato, Kazutaka Tachibana, Takuya Shiraishi, Mitsuaki Nakamura, Masateru Ohta, Nobuyuki Ishikura, Masahiro Nagamuta, Etsuro Onuma, Toshito Nakagawa, Shinichi Arai, Koo-Hyeon Ahn, Kyung-Yun Jung, Hiromitsu Kawata",Structure-activity relationships of bioisosteric replacement of the carboxylic acid in novel androgen receptor pure antagonists.
205,,20408553,Journal of medicinal chemistry,2010,53,10,4300-4,"Graciela B Arhancet, Scott S Woodard, Jessica D Dietz, Danny J Garland, Grace M Wagner, Kaliappan Iyanar, Joe T Collins, James R Blinn, Randal E Numann, Xiao Hu, Horng-Chih Huang",Stereochemical requirements for the mineralocorticoid receptor antagonist activity of dihydropyridines.
206,,20410157,Toxicological sciences : an official journal of the Society of Toxicology,2010,116,1,58-66,"Guizhen Du, Ouxi Shen, Hong Sun, Juan Fei, Chuncheng Lu, Ling Song, Yankai Xia, Shoulin Wang, Xinru Wang",Assessing hormone receptor activities of pyrethroid insecticides and their metabolites in reporter gene assays.
207,,20430618,Bioorganic & medicinal chemistry letters,2010,20,11,3384-6,"Kevin N Dack, Sarah Skerratt, Patrick S Johnson, Paul A Bradley, Ian R Marsh",Optimisation of a pyrazole series of progesterone antagonists; Part 1.
208,,20462217,Journal of medicinal chemistry,2010,53,11,4422-7,"Lorna H Mitchell, Theodore R Johnson, Guang Wei Lu, Daniel Du, Kaushik Datta, Felicity Grzemski, Veerabahu Shanmugasundaram, Julie Spence, Kim Wade, Zhi Wang, Kevin Sun, Kristin Lin, Lain-Yen Hu, Karen Sexton, Neil Raheja, Catherine Kostlan, David Pocalyko",Rational design of a topical androgen receptor antagonist for the suppression of sebum production with properties suitable for follicular delivery.
209,,20469868,Journal of medicinal chemistry,2010,53,11,4531-44,"Christopher M Yates, Peter J Brown, Eugene L Stewart, Christopher Patten, Robert J H Austin, Jason A Holt, Jodi M Maglich, Davina C Angell, Rosemary Z Sasse, Simon J Taylor, Iain J Uings, Ryan P Trump",Structure guided design of 5-arylindazole glucocorticoid receptor agonists and antagonists.
210,,20510622,Bioorganic & medicinal chemistry,2010,18,12,4255-68,"Yongli Du, Qunyi Li, Bing Xiong, Xin Hui, Xin Wang, Yang Feng, Tao Meng, Dingyu Hu, Datong Zhang, Mingwei Wang, Jingkang Shen",Aromatic beta-amino-ketone derivatives as novel selective non-steroidal progesterone receptor antagonists.
211,,20521823,Journal of medicinal chemistry,2010,53,13,4917-26,"Tokuhito Goto, Kiminori Ohta, Shinya Fujii, Shigeru Ohta, Yasuyuki Endo",Design and synthesis of androgen receptor full antagonists bearing a p-carborane cage: promising ligands for anti-androgen withdrawal syndrome.
212,,20584610,Bioorganic & medicinal chemistry letters,2010,20,15,4491-5,"Hai-Yun Xiao, Aaron Balog, Ricardo M Attar, David Fairfax, Linda B Fleming, Christian L Holst, Gregory S Martin, Lana M Rossiter, Jing Chen, Mary-Ellen Cvjic, Janet Dell-John, Jieping Geng, Marco M Gottardis, Wen-Ching Han, Andrew Nation, Mary Obermeier, Cheryl A Rizzo, Liang Schweizer, Thomas Spires, Weifang Shan, Ashvinikumar Gavai, Mark E Salvati, Gregory Vite","Design and synthesis of 4-[3,5-dioxo-11-oxa-4,9-diazatricyclo[5.3.1.0(2,6)]undec-4-yl]-2-trifluoromethyl-benzonitriles as androgen receptor antagonists."
213,,20638278,Bioorganic & medicinal chemistry letters,2010,20,16,4911-7,"Ulrich Abel, Thomas Schlüter, Andreas Schulz, Eva Hambruch, Christoph Steeneck, Martin Hornberger, Thomas Hoffmann, Sanja Perović-Ottstadt, Olaf Kinzel, Michael Burnet, Ulrich Deuschle, Claus Kremoser",Synthesis and pharmacological validation of a novel series of non-steroidal FXR agonists.
214,,20638844,Bioorganic & medicinal chemistry letters,2010,20,16,4816-8,"Jeffrey C Kern, Eugene Terefenko, Eugene Trybulski, Thomas J Berrodin, Jeffrey Cohen, Richard C Winneker, Matthew R Yudt, Zhiming Zhang, Yuan Zhu, Puwen Zhang",1-Methyl-1H-pyrrole-2-carbonitrile containing tetrahydronaphthalene derivatives as non-steroidal progesterone receptor antagonists.
215,,20672820,Journal of medicinal chemistry,2010,53,16,5970-8,"Graciela B Arhancet, Scott S Woodard, Kaliappan Iyanar, Brenda L Case, Rhonda Woerndle, Jessica D Dietz, Danny J Garland, Joe T Collins, Maria A Payne, James R Blinn, Silvia I Pomposiello, Xiao Hu, Marcia I Heron, Horng-Chih Huang, Len F Lee",Discovery of novel cyanodihydropyridines as potent mineralocorticoid receptor antagonists.
216,,20672822,Journal of medicinal chemistry,2010,53,16,5979-6002,"Marvin J Meyers, Graciela B Arhancet, Susan L Hockerman, Xiangyang Chen, Scott A Long, Matthew W Mahoney, Joseph R Rico, Danny J Garland, James R Blinn, Joe T Collins, Shengtian Yang, Horng-Chih Huang, Kevin F McGee, Jay M Wendling, Jessica D Dietz, Maria A Payne, Bruce L Homer, Marcia I Heron, David B Reitz, Xiao Hu","Discovery of (3S,3aR)-2-(3-chloro-4-cyanophenyl)-3-cyclopentyl-3,3a,4,5-tetrahydro-2H-benzo[g]indazole-7-carboxylic acid (PF-3882845), an orally efficacious mineralocorticoid receptor (MR) antagonist for hypertension and nephropathy."
217,,20727743,Bioorganic & medicinal chemistry letters,2010,20,19,5835-8,"Stefan Jaroch, Markus Berger, Christoph Huwe, Konrad Krolikiewicz, Hartmut Rehwinkel, Heike Schäcke, Norbert Schmees, Werner Skuballa",Discovery of quinolines as selective glucocorticoid receptor agonists.
218,,20813948,"Science (New York, N.Y.)",2010,329,5996,1175-80,"Matthias Rottmann, Case McNamara, Bryan K S Yeung, Marcus C S Lee, Bin Zou, Bruce Russell, Patrick Seitz, David M Plouffe, Neekesh V Dharia, Jocelyn Tan, Steven B Cohen, Kathryn R Spencer, Gonzalo E González-Páez, Suresh B Lakshminarayana, Anne Goh, Rossarin Suwanarusk, Timothy Jegla, Esther K Schmitt, Hans-Peter Beck, Reto Brun, Francois Nosten, Laurent Renia, Veronique Dartois, Thomas H Keller, David A Fidock, Elizabeth A Winzeler, Thierry T Diagana","Spiroindolones, a potent compound class for the treatment of malaria."
219,,20826091,Bioorganic & medicinal chemistry,2010,18,19,6960-9,"Manolis A Fousteris, Undine Schubert, Daniela Roell, Julia Roediger, Nikolaos Bailis, Sotiris S Nikolaropoulos, Aria Baniahmad, Athanassios Giannis",20-Aminosteroids as a novel class of selective and complete androgen receptor antagonists and inhibitors of prostate cancer cell growth.
220,,20888766,Bioorganic & medicinal chemistry letters,2010,20,22,6661-6,"Keisuke Maruyama, Tomomi Noguchi-Yachide, Kazuyuki Sugita, Yuichi Hashimoto, Minoru Ishikawa",Novel selective anti-androgens with a diphenylpentane skeleton.
221,,20965739,Bioorganic & medicinal chemistry,2010,18,22,8005-15,"Bastian Tewes, Bastian Frehland, Dirk Schepmann, Kai-Uwe Schmidtke, Thomas Winckler, Bernhard Wünsch","Conformationally constrained NR2B selective NMDA receptor antagonists derived from ifenprodil: Synthesis and biological evaluation of tetrahydro-3-benzazepine-1,7-diols."
222,,21036041,Bioorganic & medicinal chemistry letters,2010,20,24,7516-20,"Chris P Miller, Pushpal Bhaket, Nagarajan Muthukaman, C Richard Lyttle, Maysoun Shomali, Kyla Gallacher, Connie Slocum, Gary Hattersley","Synthesis of potent, substituted carbazoles as selective androgen receptor modulators (SARMs)."
223,,21050768,Bioorganic & medicinal chemistry,2010,18,23,8150-7,"Hitoshi Yoshino, Haruhiko Sato, Takuya Shiraishi, Kazutaka Tachibana, Takashi Emura, Akie Honma, Nobuyuki Ishikura, Toshiaki Tsunenari, Miho Watanabe, Ayako Nishimoto, Ryo Nakamura, Toshito Nakagawa, Masateru Ohta, Noriyuki Takata, Kentaro Furumoto, Kazuya Kimura, Hiromitsu Kawata",Design and synthesis of an androgen receptor pure antagonist (CH5137291) for the treatment of castration-resistant prostate cancer.
224,,21073190,Journal of medicinal chemistry,2010,53,23,8241-51,"Bingwei V Yang, David S Weinstein, Lidia M Doweyko, Hua Gong, Wayne Vaccaro, Tram Huynh, Hai-Yun Xiao, Arthur M Doweyko, Lorraine McKay, Deborah A Holloway, John E Somerville, Sium Habte, Mark Cunningham, Michele McMahon, Robert Townsend, David Shuster, John H Dodd, Steven G Nadler, Joel C Barrish",Dimethyl-diphenyl-propanamide derivatives as nonsteroidal dissociated glucocorticoid receptor agonists.
225,,21115247,Bioorganic & medicinal chemistry letters,2011,21,1,168-71,"Steven L Roach, Robert I Higuchi, Andrew R Hudson, Mark E Adams, Peter M Syka, Dale E Mais, Jeffrey N Miner, Keith B Marschke, Lin Zhi",Tetrahydroquinoline glucocorticoid receptor agonists: discovery of a 3-hydroxyl for improving receptor selectivity.
226,,21142112,Journal of natural products,2011,74,1,90-4,"Hyukjae Choi, Hoosang Hwang, Jungwook Chin, Euno Kim, Jaehwan Lee, Sang-Jip Nam, Byoung Chan Lee, Boon Jo Rho, Heonjoong Kang","Tuberatolides, potent FXR antagonists from the Korean marine tunicate Botryllus tuberatus."
227,,21316964,Bioorganic & medicinal chemistry letters,2011,21,6,1697-700,"Andrew R Hudson, Robert I Higuchi, Steven L Roach, Mark E Adams, Angela Vassar, Peter M Syka, Dale E Mais, Jeffrey N Miner, Keith B Marschke, Lin Zhi",Discovery of orally available tetrahydroquinoline-based glucocorticoid receptor agonists.
228,,21324689,Bioorganic & medicinal chemistry letters,2011,21,6,1654-7,"Andrew R Hudson, Robert I Higuchi, Steven L Roach, Lino J Valdez, Mark E Adams, Angie Vassar, Deepa Rungta, Peter M Syka, Dale E Mais, Keith B Marschke, Lin Zhi","Nonsteroidal 2,3-dihydroquinoline glucocorticoid receptor agonists with reduced PEPCK activation."
229,,21349712,Bioorganic & medicinal chemistry letters,2011,21,6,1744-7,"Naoya Nagata, Motonori Miyakawa, Seiji Amano, Kazuyuki Furuya, Noriko Yamamoto, Kiyoshi Inoguchi",Design and synthesis of tricyclic tetrahydroquinolines as a new series of nonsteroidal selective androgen receptor modulators (SARMs).
230,,21506597,Journal of medicinal chemistry,2011,54,11,3973-6,"Charles B Duke, Amanda Jones, Casey E Bohl, James T Dalton, Duane D Miller",Unexpected binding orientation of bulky-B-ring anti-androgens and implications for future drug targets.
231,,21741247,Bioorganic & medicinal chemistry,2011,19,15,4652-68,"René Maltais, Michelle-Audrey Fournier, Donald Poirier",Development of 3-substituted-androsterone derivatives as potent inhibitors of 17β-hydroxysteroid dehydrogenase type 3.
232,,21831636,Bioorganic & medicinal chemistry letters,2011,21,18,5230-3,"Karen E Sexton, Stephen Barrett, Katy Bridgwood, Matthew Carroll, Danielle Dettling, Daniel Du, Stephen Fakhoury, Victor Fedij, Lain-Yen Hu, Catherine Kostlan, David Pocalyko, Neil Raheja, Yvonne Smith, Veerabahu Shanmugasundaram, Kimberly Wade",Pantolactams as androgen receptor antagonists for the topical suppression of sebum production.
233,,21843587,Toxicology,2011,289,43864,112-21,"Shinji Takeuchi, Fujio Shiraishi, Shigeyuki Kitamura, Hiroaki Kuroki, Kazuo Jin, Hiroyuki Kojima","Characterization of steroid hormone receptor activities in 100 hydroxylated polychlorinated biphenyls, including congeners identified in humans."
234,,21846139,Journal of medicinal chemistry,2011,54,18,6197-205,"Peter Axerio-Cilies, Nathan A Lack, M Ravi Shashi Nayana, Ka Hong Chan, Anthony Yeung, Eric Leblanc, Emma S Tomlinson Guns, Paul S Rennie, Artem Cherkasov",Inhibitors of androgen receptor activation function-2 (AF2) site identified through virtual screening.
235,,21880489,Bioorganic & medicinal chemistry letters,2011,21,19,5826-30,"David S Millan, Stephen A Ballard, Sara Chunn, Joseph A Dybowski, Craig K Fulton, Paul A Glossop, Edouard Guillabert, Christopher A Hewson, Rhys M Jones, David J Lamb, Carolyn M Napier, Toby A Payne-Cook, Emmanuelle R Renery, Matthew D Selby, Michelle F Tutt, Michael Yeadon",Design and synthesis of long acting inhaled corticosteroids for the treatment of asthma.
236,,21899328,Journal of medicinal chemistry,2011,54,20,7318-33,"David S Weinstein, Hua Gong, Arthur M Doweyko, Mark Cunningham, Sium Habte, Jin Hong Wang, Deborah A Holloway, Christine Burke, Ling Gao, Victor Guarino, Julie Carman, John E Somerville, David Shuster, Luisa Salter-Cid, John H Dodd, Steven G Nadler, Joel C Barrish","Azaxanthene based selective glucocorticoid receptor modulators: design, synthesis, and pharmacological evaluation of (S)-4-(5-(1-((1,3,4-thiadiazol-2-yl)amino)-2-methyl-1-oxopropan-2-yl)-5H-chromeno[2,3-b]pyridin-2-yl)-2-fluoro-N,N-dimethylbenzamide (BMS-776532) and its methylene homologue (BMS-791826)."
237,,21916484,Journal of medicinal chemistry,2011,54,20,7055-65,"Haruka Sakai, Tomoya Hirano, Shuichi Mori, Shinya Fujii, Hiroyuki Masuno, Marie Kinoshita, Hiroyuki Kagechika, Aya Tanatani",6-arylcoumarins as novel nonsteroidal type progesterone antagonists: an example with receptor-binding-dependent fluorescence.
